filename,contorno,numeros,agujas
correct/reloj_160.jpg,1,0,0
correct/reloj_228.png,0,1,1
incorrect/reloj_173.png,0,0,0
correct/reloj_157.png,1,1,1
correct/reloj_046.png,1,1,0
correct/reloj_185.jpg,1,1,1
incorrect/reloj_060.png,0,0,0
correct/reloj_203.jpg,1,1,1
incorrect/reloj_223.png,0,0,0
incorrect/reloj_070.png,0,0,0
correct/reloj_020.jpg,1,0,0
correct/reloj_232.png,0,0,1
correct/reloj_129.png,0,1,0
incorrect/reloj_143.png,0,0,0
correct/reloj_144.png,0,1,1
correct/reloj_175.jpg,1,1,0
correct/reloj_062.png,0,0,1
incorrect/reloj_174.png,0,0,0
incorrect/reloj_255.jpg,0,0,0
incorrect/reloj_133.png,0,0,0
correct/reloj_223.png,1,0,1
correct/reloj_030.png,0,1,0
incorrect/reloj_226.png,0,0,0
incorrect/reloj_030.png,0,0,0
correct/reloj_153.png,1,1,1
incorrect/reloj_227.png,0,0,0
incorrect/reloj_067.png,0,0,0
correct/reloj_143.png,0,1,1
correct/reloj_009.jpg,1,0,0
incorrect/reloj_126.png,0,0,0
correct/reloj_174.jpg,1,1,0
correct/reloj_186.jpg,1,1,1
correct/reloj_085.png,0,1,1
correct/reloj_150.png,1,1,0
correct/reloj_130.jpg,1,0,0
incorrect/reloj_166.png,0,0,0
correct/reloj_060.png,0,0,1
incorrect/reloj_068.png,0,0,0
incorrect/reloj_284.png,0,0,0
correct/reloj_215.png,0,1,1
incorrect/reloj_020.png,0,0,0
incorrect/reloj_250.png,0,0,0
correct/reloj_013.png,0,0,1
correct/reloj_107.png,1,1,1
incorrect/reloj_259.jpg,0,0,0
correct/reloj_126.png,0,1,1
incorrect/reloj_056.png,0,0,0
correct/reloj_010.jpg,1,0,0
incorrect/reloj_205.png,0,0,0
correct/reloj_218.png,0,0,1
correct/reloj_092.png,0,1,1
incorrect/reloj_257.jpg,0,0,0
incorrect/reloj_113.png,0,0,0
incorrect/reloj_140.png,0,0,0
correct/reloj_184.jpg,1,1,0
incorrect/reloj_245.jpg,0,0,0
incorrect/reloj_091.png,0,0,0
incorrect/reloj_127.png,0,0,0
correct/reloj_068.png,0,0,1
incorrect/reloj_248.png,0,0,0
incorrect/reloj_180.png,0,0,0
correct/reloj_158.png,1,1,1
correct/reloj_116.png,0,0,1
incorrect/reloj_235.png,0,0,0
correct/reloj_151.png,1,1,1
correct/reloj_001.jpg,1,0,0
correct/reloj_083.png,0,1,0
correct/reloj_094.png,1,1,0
incorrect/reloj_238.png,0,0,0
incorrect/reloj_260.png,0,0,0
incorrect/reloj_159.png,0,0,0
incorrect/reloj_179.png,0,0,0
correct/reloj_042.jpg,1,0,0
incorrect/reloj_023.png,0,0,0
incorrect/reloj_036.png,0,0,0
correct/reloj_011.png,0,0,1
incorrect/reloj_043.png,0,0,0
incorrect/reloj_288.png,0,0,0
incorrect/reloj_308.png,0,0,0
incorrect/reloj_204.png,0,0,0
incorrect/reloj_224.png,0,0,0
correct/reloj_181.jpg,1,1,0
incorrect/reloj_182.png,0,0,0
incorrect/reloj_241.png,0,0,0
incorrect/reloj_177.png,0,0,0
correct/reloj_233.png,0,0,1
incorrect/reloj_085.png,0,0,0
correct/reloj_199.jpg,1,1,1
incorrect/reloj_249.jpg,0,0,0
incorrect/reloj_307.jpg,0,1,0
correct/reloj_167.jpg,1,0,0
correct/reloj_170.jpg,1,1,0
incorrect/reloj_011.png,0,0,0
incorrect/reloj_010.png,0,0,0
incorrect/reloj_193.png,0,0,0
correct/reloj_076.png,0,1,1
incorrect/reloj_292.png,0,0,0
correct/reloj_204.jpg,1,1,1
incorrect/reloj_290.png,0,0,0
incorrect/reloj_098.png,0,0,0
correct/reloj_017.png,0,0,1
incorrect/reloj_004.png,0,0,0
incorrect/reloj_316.png,0,0,0
incorrect/reloj_169.png,0,0,0
incorrect/reloj_214.png,0,0,0
incorrect/reloj_225.png,0,0,0
incorrect/reloj_114.png,0,0,0
incorrect/reloj_006.png,0,0,0
correct/reloj_024.png,0,1,1
incorrect/reloj_076.png,0,0,0
correct/reloj_087.png,0,1,1
incorrect/reloj_212.png,0,0,0
incorrect/reloj_087.png,0,0,0
correct/reloj_101.png,1,1,1
correct/reloj_198.jpg,1,1,1
incorrect/reloj_110.png,0,0,0
incorrect/reloj_239.png,0,0,0
incorrect/reloj_034.png,0,0,0
incorrect/reloj_075.png,0,0,0
correct/reloj_217.png,0,1,1
incorrect/reloj_314.png,0,0,0
incorrect/reloj_221.png,0,0,0
correct/reloj_214.png,0,1,1
incorrect/reloj_018.png,0,0,0
incorrect/reloj_194.png,0,0,0
correct/reloj_165.jpg,1,0,0
incorrect/reloj_108.png,0,0,0
incorrect/reloj_198.png,0,0,0
correct/reloj_168.jpg,1,0,0
correct/reloj_142.png,0,1,1
incorrect/reloj_084.png,0,0,0
correct/reloj_059.png,0,0,1
incorrect/reloj_093.png,0,0,0
incorrect/reloj_038.png,0,0,0
incorrect/reloj_074.png,0,0,0
incorrect/reloj_232.png,0,0,0
incorrect/reloj_197.png,0,0,0
correct/reloj_045.png,1,1,0
correct/reloj_031.jpg,1,0,0
incorrect/reloj_080.png,0,0,0
correct/reloj_202.jpg,1,1,1
incorrect/reloj_125.png,0,0,0
correct/reloj_145.png,1,1,0
incorrect/reloj_158.png,0,0,0
correct/reloj_137.png,0,1,1
incorrect/reloj_254.png,0,0,0
incorrect/reloj_128.png,0,0,0
correct/reloj_066.png,0,0,1
incorrect/reloj_017.png,0,0,0
correct/reloj_122.png,0,0,1
incorrect/reloj_047.png,0,0,0
correct/reloj_176.jpg,1,1,0
incorrect/reloj_102.png,0,0,0
correct/reloj_127.png,0,1,1
correct/reloj_128.png,0,1,1
correct/reloj_051.png,1,1,0
correct/reloj_055.png,1,1,1
incorrect/reloj_112.png,0,0,0
correct/reloj_229.png,0,1,1
incorrect/reloj_083.png,0,0,0
correct/reloj_091.png,0,1,1
correct/reloj_081.png,0,1,1
incorrect/reloj_164.png,0,0,0
incorrect/reloj_184.png,0,0,0
incorrect/reloj_178.png,0,0,0
incorrect/reloj_302.png,0,0,0
correct/reloj_159.png,1,1,1
correct/reloj_023.png,0,1,1
correct/reloj_149.png,1,1,0
correct/reloj_211.png,0,0,1
incorrect/reloj_144.png,0,0,0
incorrect/reloj_149.png,0,0,0
incorrect/reloj_313.jpg,0,1,0
incorrect/reloj_207.png,0,0,0
incorrect/reloj_303.jpg,0,1,0
correct/reloj_057.png,0,0,1
correct/reloj_061.png,0,0,1
incorrect/reloj_296.png,0,0,0
incorrect/reloj_276.png,0,0,0
incorrect/reloj_121.png,0,0,0
incorrect/reloj_285.jpg,0,0,0
incorrect/reloj_231.png,0,0,0
correct/reloj_103.png,1,1,0
incorrect/reloj_134.png,0,0,0
correct/reloj_002.jpg,1,0,0
incorrect/reloj_117.png,0,0,0
correct/reloj_164.jpg,1,0,0
incorrect/reloj_203.png,0,0,0
incorrect/reloj_138.png,0,0,0
correct/reloj_056.png,0,0,1
correct/reloj_219.png,0,0,1
incorrect/reloj_183.png,0,0,0
incorrect/reloj_185.png,0,0,0
incorrect/reloj_105.png,0,0,0
correct/reloj_097.jpg,1,0,0
correct/reloj_032.png,0,1,0
correct/reloj_033.png,0,1,1
correct/reloj_093.png,1,1,0
incorrect/reloj_199.png,0,0,0
incorrect/reloj_243.jpg,0,0,0
correct/reloj_048.png,1,1,1
correct/reloj_189.jpg,1,1,1
correct/reloj_070.png,0,0,1
incorrect/reloj_256.png,0,0,0
incorrect/reloj_160.png,0,0,0
incorrect/reloj_090.png,0,0,0
correct/reloj_152.jpg,1,0,0
correct/reloj_022.png,0,1,1
incorrect/reloj_181.png,0,0,0
incorrect/reloj_130.png,0,0,0
correct/reloj_049.png,1,1,1
incorrect/reloj_003.png,0,0,0
incorrect/reloj_187.png,0,0,0
incorrect/reloj_086.png,0,0,0
incorrect/reloj_286.png,0,0,0
incorrect/reloj_061.png,0,0,0
correct/reloj_058.png,0,0,1
correct/reloj_178.jpg,1,1,0
correct/reloj_224.png,1,0,1
incorrect/reloj_029.png,0,0,0
incorrect/reloj_013.png,0,0,0
incorrect/reloj_278.png,0,0,0
incorrect/reloj_132.png,0,0,0
incorrect/reloj_120.png,0,0,0
correct/reloj_125.png,0,1,0
correct/reloj_039.png,0,1,1
incorrect/reloj_057.png,0,0,0
incorrect/reloj_168.png,0,0,0
correct/reloj_188.jpg,1,1,1
correct/reloj_038.png,0,1,1
incorrect/reloj_116.png,0,0,0
correct/reloj_216.png,0,1,1
correct/reloj_073.png,0,1,0
incorrect/reloj_309.jpg,0,1,0
incorrect/reloj_066.png,0,0,0
incorrect/reloj_039.png,0,0,0
incorrect/reloj_210.png,0,0,0
correct/reloj_194.jpg,1,1,1
correct/reloj_063.png,0,0,1
incorrect/reloj_078.png,0,0,0
incorrect/reloj_042.png,0,0,0
incorrect/reloj_032.png,0,0,0
incorrect/reloj_025.png,0,0,0
incorrect/reloj_222.png,0,0,0
correct/reloj_047.png,1,1,1
incorrect/reloj_266.png,0,0,0
incorrect/reloj_064.png,0,0,0
incorrect/reloj_148.png,0,0,0
incorrect/reloj_069.png,0,0,0
incorrect/reloj_007.png,0,0,0
incorrect/reloj_186.png,0,0,0
incorrect/reloj_294.png,0,0,0
correct/reloj_079.png,0,1,0
correct/reloj_234.png,0,0,1
correct/reloj_222.png,1,0,1
correct/reloj_003.jpg,1,0,0
incorrect/reloj_115.png,0,0,0
correct/reloj_019.png,0,1,0
incorrect/reloj_234.png,0,0,0
incorrect/reloj_096.png,0,0,0
incorrect/reloj_252.png,0,0,0
correct/reloj_212.png,0,0,1
incorrect/reloj_311.jpg,0,1,0
incorrect/reloj_196_aug0.png,0,0,0
incorrect/reloj_196_aug1.png,0,0,0
incorrect/reloj_196_aug2.png,0,0,0
incorrect/reloj_196_aug3.png,0,0,0
incorrect/reloj_058_aug0.png,0,0,0
incorrect/reloj_058_aug1.png,0,0,0
incorrect/reloj_058_aug2.png,0,0,0
incorrect/reloj_058_aug3.png,0,0,0
incorrect/reloj_153_aug0.png,0,0,0
incorrect/reloj_153_aug1.png,0,0,0
incorrect/reloj_153_aug2.png,0,0,0
incorrect/reloj_153_aug3.png,0,0,0
incorrect/reloj_171_aug0.png,0,0,0
incorrect/reloj_171_aug1.png,0,0,0
incorrect/reloj_171_aug2.png,0,0,0
incorrect/reloj_171_aug3.png,0,0,0
incorrect/reloj_289_aug0.jpg,0,0,0
incorrect/reloj_289_aug1.jpg,0,0,0
incorrect/reloj_289_aug2.jpg,0,0,0
incorrect/reloj_289_aug3.jpg,0,0,0
incorrect/reloj_079_aug0.png,0,0,0
incorrect/reloj_079_aug1.png,0,0,0
incorrect/reloj_079_aug2.png,0,0,0
incorrect/reloj_079_aug3.png,0,0,0
incorrect/reloj_300_aug0.png,0,0,0
incorrect/reloj_300_aug1.png,0,0,0
incorrect/reloj_300_aug2.png,0,0,0
incorrect/reloj_300_aug3.png,0,0,0
incorrect/reloj_230_aug0.png,0,0,0
incorrect/reloj_230_aug1.png,0,0,0
incorrect/reloj_230_aug2.png,0,0,0
incorrect/reloj_230_aug3.png,0,0,0
incorrect/reloj_272_aug0.png,0,0,0
incorrect/reloj_272_aug1.png,0,0,0
incorrect/reloj_272_aug2.png,0,0,0
incorrect/reloj_272_aug3.png,0,0,0
incorrect/reloj_052_aug0.png,0,0,0
incorrect/reloj_052_aug1.png,0,0,0
incorrect/reloj_052_aug2.png,0,0,0
incorrect/reloj_052_aug3.png,0,0,0
incorrect/reloj_077_aug0.png,0,0,0
incorrect/reloj_077_aug1.png,0,0,0
incorrect/reloj_077_aug2.png,0,0,0
incorrect/reloj_077_aug3.png,0,0,0
incorrect/reloj_118_aug0.png,0,0,0
incorrect/reloj_118_aug1.png,0,0,0
incorrect/reloj_118_aug2.png,0,0,0
incorrect/reloj_118_aug3.png,0,0,0
incorrect/reloj_094_aug0.png,0,0,0
incorrect/reloj_094_aug1.png,0,0,0
incorrect/reloj_094_aug2.png,0,0,0
incorrect/reloj_094_aug3.png,0,0,0
incorrect/reloj_031_aug0.png,0,0,0
incorrect/reloj_031_aug1.png,0,0,0
incorrect/reloj_031_aug2.png,0,0,0
incorrect/reloj_031_aug3.png,0,0,0
incorrect/reloj_141_aug0.png,0,0,0
incorrect/reloj_141_aug1.png,0,0,0
incorrect/reloj_141_aug2.png,0,0,0
incorrect/reloj_141_aug3.png,0,0,0
incorrect/reloj_176_aug0.png,0,0,0
incorrect/reloj_176_aug1.png,0,0,0
incorrect/reloj_176_aug2.png,0,0,0
incorrect/reloj_176_aug3.png,0,0,0
incorrect/reloj_046_aug0.png,0,0,0
incorrect/reloj_046_aug1.png,0,0,0
incorrect/reloj_046_aug2.png,0,0,0
incorrect/reloj_046_aug3.png,0,0,0
incorrect/reloj_155_aug0.png,0,0,0
incorrect/reloj_155_aug1.png,0,0,0
incorrect/reloj_155_aug2.png,0,0,0
incorrect/reloj_155_aug3.png,0,0,0
incorrect/reloj_026_aug0.png,0,0,0
incorrect/reloj_026_aug1.png,0,0,0
incorrect/reloj_026_aug2.png,0,0,0
incorrect/reloj_026_aug3.png,0,0,0
incorrect/reloj_156_aug0.png,0,0,0
incorrect/reloj_156_aug1.png,0,0,0
incorrect/reloj_156_aug2.png,0,0,0
incorrect/reloj_156_aug3.png,0,0,0
incorrect/reloj_195_aug0.png,0,0,0
incorrect/reloj_195_aug1.png,0,0,0
incorrect/reloj_195_aug2.png,0,0,0
incorrect/reloj_195_aug3.png,0,0,0
incorrect/reloj_119_aug0.png,0,0,0
incorrect/reloj_119_aug1.png,0,0,0
incorrect/reloj_119_aug2.png,0,0,0
incorrect/reloj_119_aug3.png,0,0,0
incorrect/reloj_283_aug0.jpg,0,0,0
incorrect/reloj_283_aug1.jpg,0,0,0
incorrect/reloj_283_aug2.jpg,0,0,0
incorrect/reloj_283_aug3.jpg,0,0,0
incorrect/reloj_269_aug0.jpg,0,0,0
incorrect/reloj_269_aug1.jpg,0,0,0
incorrect/reloj_269_aug2.jpg,0,0,0
incorrect/reloj_269_aug3.jpg,0,0,0
incorrect/reloj_165_aug0.png,0,0,0
incorrect/reloj_165_aug1.png,0,0,0
incorrect/reloj_165_aug2.png,0,0,0
incorrect/reloj_165_aug3.png,0,0,0
incorrect/reloj_147_aug0.png,0,0,0
incorrect/reloj_147_aug1.png,0,0,0
incorrect/reloj_147_aug2.png,0,0,0
incorrect/reloj_147_aug3.png,0,0,0
incorrect/reloj_109_aug0.png,0,0,0
incorrect/reloj_109_aug1.png,0,0,0
incorrect/reloj_109_aug2.png,0,0,0
incorrect/reloj_109_aug3.png,0,0,0
incorrect/reloj_019_aug0.png,0,0,0
incorrect/reloj_019_aug1.png,0,0,0
incorrect/reloj_019_aug2.png,0,0,0
incorrect/reloj_019_aug3.png,0,0,0
incorrect/reloj_073_aug0.png,0,0,0
incorrect/reloj_073_aug1.png,0,0,0
incorrect/reloj_073_aug2.png,0,0,0
incorrect/reloj_073_aug3.png,0,0,0
incorrect/reloj_261_aug0.jpg,0,0,0
incorrect/reloj_261_aug1.jpg,0,0,0
incorrect/reloj_261_aug2.jpg,0,0,0
incorrect/reloj_261_aug3.jpg,0,0,0
incorrect/reloj_008_aug0.png,0,0,0
incorrect/reloj_008_aug1.png,0,0,0
incorrect/reloj_008_aug2.png,0,0,0
incorrect/reloj_008_aug3.png,0,0,0
incorrect/reloj_016_aug0.png,0,0,0
incorrect/reloj_016_aug1.png,0,0,0
incorrect/reloj_016_aug2.png,0,0,0
incorrect/reloj_016_aug3.png,0,0,0
incorrect/reloj_145_aug0.png,0,0,0
incorrect/reloj_145_aug1.png,0,0,0
incorrect/reloj_145_aug2.png,0,0,0
incorrect/reloj_145_aug3.png,0,0,0
incorrect/reloj_220_aug0.png,0,0,0
incorrect/reloj_220_aug1.png,0,0,0
incorrect/reloj_220_aug2.png,0,0,0
incorrect/reloj_220_aug3.png,0,0,0
incorrect/reloj_097_aug0.png,0,0,0
incorrect/reloj_097_aug1.png,0,0,0
incorrect/reloj_097_aug2.png,0,0,0
incorrect/reloj_097_aug3.png,0,0,0
incorrect/reloj_273_aug0.jpg,0,0,0
incorrect/reloj_273_aug1.jpg,0,0,0
incorrect/reloj_273_aug2.jpg,0,0,0
incorrect/reloj_273_aug3.jpg,0,0,0
incorrect/reloj_233_aug0.png,0,0,0
incorrect/reloj_233_aug1.png,0,0,0
incorrect/reloj_233_aug2.png,0,0,0
incorrect/reloj_233_aug3.png,0,0,0
incorrect/reloj_173_aug0.png,0,0,0
incorrect/reloj_173_aug1.png,0,0,0
incorrect/reloj_173_aug2.png,0,0,0
incorrect/reloj_173_aug3.png,0,0,0
incorrect/reloj_060_aug0.png,0,0,0
incorrect/reloj_060_aug1.png,0,0,0
incorrect/reloj_060_aug2.png,0,0,0
incorrect/reloj_060_aug3.png,0,0,0
incorrect/reloj_223_aug0.png,0,0,0
incorrect/reloj_223_aug1.png,0,0,0
incorrect/reloj_223_aug2.png,0,0,0
incorrect/reloj_223_aug3.png,0,0,0
incorrect/reloj_070_aug0.png,0,0,0
incorrect/reloj_070_aug1.png,0,0,0
incorrect/reloj_070_aug2.png,0,0,0
incorrect/reloj_070_aug3.png,0,0,0
incorrect/reloj_143_aug0.png,0,0,0
incorrect/reloj_143_aug1.png,0,0,0
incorrect/reloj_143_aug2.png,0,0,0
incorrect/reloj_143_aug3.png,0,0,0
incorrect/reloj_174_aug0.png,0,0,0
incorrect/reloj_174_aug1.png,0,0,0
incorrect/reloj_174_aug2.png,0,0,0
incorrect/reloj_174_aug3.png,0,0,0
incorrect/reloj_255_aug0.jpg,0,0,0
incorrect/reloj_255_aug1.jpg,0,0,0
incorrect/reloj_255_aug2.jpg,0,0,0
incorrect/reloj_255_aug3.jpg,0,0,0
incorrect/reloj_133_aug0.png,0,0,0
incorrect/reloj_133_aug1.png,0,0,0
incorrect/reloj_133_aug2.png,0,0,0
incorrect/reloj_133_aug3.png,0,0,0
incorrect/reloj_226_aug0.png,0,0,0
incorrect/reloj_226_aug1.png,0,0,0
incorrect/reloj_226_aug2.png,0,0,0
incorrect/reloj_226_aug3.png,0,0,0
incorrect/reloj_030_aug0.png,0,0,0
incorrect/reloj_030_aug1.png,0,0,0
incorrect/reloj_030_aug2.png,0,0,0
incorrect/reloj_030_aug3.png,0,0,0
incorrect/reloj_227_aug0.png,0,0,0
incorrect/reloj_227_aug1.png,0,0,0
incorrect/reloj_227_aug2.png,0,0,0
incorrect/reloj_227_aug3.png,0,0,0
incorrect/reloj_067_aug0.png,0,0,0
incorrect/reloj_067_aug1.png,0,0,0
incorrect/reloj_067_aug2.png,0,0,0
incorrect/reloj_067_aug3.png,0,0,0
incorrect/reloj_126_aug0.png,0,0,0
incorrect/reloj_126_aug1.png,0,0,0
incorrect/reloj_126_aug2.png,0,0,0
incorrect/reloj_126_aug3.png,0,0,0
incorrect/reloj_166_aug0.png,0,0,0
incorrect/reloj_166_aug1.png,0,0,0
incorrect/reloj_166_aug2.png,0,0,0
incorrect/reloj_166_aug3.png,0,0,0
incorrect/reloj_068_aug0.png,0,0,0
incorrect/reloj_068_aug1.png,0,0,0
incorrect/reloj_068_aug2.png,0,0,0
incorrect/reloj_068_aug3.png,0,0,0
incorrect/reloj_284_aug0.png,0,0,0
incorrect/reloj_284_aug1.png,0,0,0
incorrect/reloj_284_aug2.png,0,0,0
incorrect/reloj_284_aug3.png,0,0,0
incorrect/reloj_020_aug0.png,0,0,0
incorrect/reloj_020_aug1.png,0,0,0
incorrect/reloj_020_aug2.png,0,0,0
incorrect/reloj_020_aug3.png,0,0,0
incorrect/reloj_250_aug0.png,0,0,0
incorrect/reloj_250_aug1.png,0,0,0
incorrect/reloj_250_aug2.png,0,0,0
incorrect/reloj_250_aug3.png,0,0,0
incorrect/reloj_259_aug0.jpg,0,0,0
incorrect/reloj_259_aug1.jpg,0,0,0
incorrect/reloj_259_aug2.jpg,0,0,0
incorrect/reloj_259_aug3.jpg,0,0,0
incorrect/reloj_056_aug0.png,0,0,0
incorrect/reloj_056_aug1.png,0,0,0
incorrect/reloj_056_aug2.png,0,0,0
incorrect/reloj_056_aug3.png,0,0,0
incorrect/reloj_205_aug0.png,0,0,0
incorrect/reloj_205_aug1.png,0,0,0
incorrect/reloj_205_aug2.png,0,0,0
incorrect/reloj_205_aug3.png,0,0,0
incorrect/reloj_257_aug0.jpg,0,0,0
incorrect/reloj_257_aug1.jpg,0,0,0
incorrect/reloj_257_aug2.jpg,0,0,0
incorrect/reloj_257_aug3.jpg,0,0,0
incorrect/reloj_113_aug0.png,0,0,0
incorrect/reloj_113_aug1.png,0,0,0
incorrect/reloj_113_aug2.png,0,0,0
incorrect/reloj_113_aug3.png,0,0,0
incorrect/reloj_140_aug0.png,0,0,0
incorrect/reloj_140_aug1.png,0,0,0
incorrect/reloj_140_aug2.png,0,0,0
incorrect/reloj_140_aug3.png,0,0,0
incorrect/reloj_245_aug0.jpg,0,0,0
incorrect/reloj_245_aug1.jpg,0,0,0
incorrect/reloj_245_aug2.jpg,0,0,0
incorrect/reloj_245_aug3.jpg,0,0,0
incorrect/reloj_091_aug0.png,0,0,0
incorrect/reloj_091_aug1.png,0,0,0
incorrect/reloj_091_aug2.png,0,0,0
incorrect/reloj_091_aug3.png,0,0,0
incorrect/reloj_127_aug0.png,0,0,0
incorrect/reloj_127_aug1.png,0,0,0
incorrect/reloj_127_aug2.png,0,0,0
incorrect/reloj_127_aug3.png,0,0,0
incorrect/reloj_248_aug0.png,0,0,0
incorrect/reloj_248_aug1.png,0,0,0
incorrect/reloj_248_aug2.png,0,0,0
incorrect/reloj_248_aug3.png,0,0,0
incorrect/reloj_180_aug0.png,0,0,0
incorrect/reloj_180_aug1.png,0,0,0
incorrect/reloj_180_aug2.png,0,0,0
incorrect/reloj_180_aug3.png,0,0,0
incorrect/reloj_235_aug0.png,0,0,0
incorrect/reloj_235_aug1.png,0,0,0
incorrect/reloj_235_aug2.png,0,0,0
incorrect/reloj_235_aug3.png,0,0,0
incorrect/reloj_238_aug0.png,0,0,0
incorrect/reloj_238_aug1.png,0,0,0
incorrect/reloj_238_aug2.png,0,0,0
incorrect/reloj_238_aug3.png,0,0,0
incorrect/reloj_260_aug0.png,0,0,0
incorrect/reloj_260_aug1.png,0,0,0
incorrect/reloj_260_aug2.png,0,0,0
incorrect/reloj_260_aug3.png,0,0,0
incorrect/reloj_159_aug0.png,0,0,0
incorrect/reloj_159_aug1.png,0,0,0
incorrect/reloj_159_aug2.png,0,0,0
incorrect/reloj_159_aug3.png,0,0,0
incorrect/reloj_179_aug0.png,0,0,0
incorrect/reloj_179_aug1.png,0,0,0
incorrect/reloj_179_aug2.png,0,0,0
incorrect/reloj_179_aug3.png,0,0,0
incorrect/reloj_023_aug0.png,0,0,0
incorrect/reloj_023_aug1.png,0,0,0
incorrect/reloj_023_aug2.png,0,0,0
incorrect/reloj_023_aug3.png,0,0,0
incorrect/reloj_036_aug0.png,0,0,0
incorrect/reloj_036_aug1.png,0,0,0
incorrect/reloj_036_aug2.png,0,0,0
incorrect/reloj_036_aug3.png,0,0,0
incorrect/reloj_043_aug0.png,0,0,0
incorrect/reloj_043_aug1.png,0,0,0
incorrect/reloj_043_aug2.png,0,0,0
incorrect/reloj_043_aug3.png,0,0,0
incorrect/reloj_288_aug0.png,0,0,0
incorrect/reloj_288_aug1.png,0,0,0
incorrect/reloj_288_aug2.png,0,0,0
incorrect/reloj_288_aug3.png,0,0,0
incorrect/reloj_308_aug0.png,0,0,0
incorrect/reloj_308_aug1.png,0,0,0
incorrect/reloj_308_aug2.png,0,0,0
incorrect/reloj_308_aug3.png,0,0,0
incorrect/reloj_204_aug0.png,0,0,0
incorrect/reloj_204_aug1.png,0,0,0
incorrect/reloj_204_aug2.png,0,0,0
incorrect/reloj_204_aug3.png,0,0,0
incorrect/reloj_224_aug0.png,0,0,0
incorrect/reloj_224_aug1.png,0,0,0
incorrect/reloj_224_aug2.png,0,0,0
incorrect/reloj_224_aug3.png,0,0,0
incorrect/reloj_182_aug0.png,0,0,0
incorrect/reloj_182_aug1.png,0,0,0
incorrect/reloj_182_aug2.png,0,0,0
incorrect/reloj_182_aug3.png,0,0,0
incorrect/reloj_241_aug0.png,0,0,0
incorrect/reloj_241_aug1.png,0,0,0
incorrect/reloj_241_aug2.png,0,0,0
incorrect/reloj_241_aug3.png,0,0,0
incorrect/reloj_177_aug0.png,0,0,0
incorrect/reloj_177_aug1.png,0,0,0
incorrect/reloj_177_aug2.png,0,0,0
incorrect/reloj_177_aug3.png,0,0,0
incorrect/reloj_085_aug0.png,0,0,0
incorrect/reloj_085_aug1.png,0,0,0
incorrect/reloj_085_aug2.png,0,0,0
incorrect/reloj_085_aug3.png,0,0,0
incorrect/reloj_249_aug0.jpg,0,0,0
incorrect/reloj_249_aug1.jpg,0,0,0
incorrect/reloj_249_aug2.jpg,0,0,0
incorrect/reloj_249_aug3.jpg,0,0,0
incorrect/reloj_011_aug0.png,0,0,0
incorrect/reloj_011_aug1.png,0,0,0
incorrect/reloj_011_aug2.png,0,0,0
incorrect/reloj_011_aug3.png,0,0,0
incorrect/reloj_010_aug0.png,0,0,0
